Name,RA,DEC,zlens,zsource,R_Ein(arcsec),"maglens,i","magsource,i",Lens type,Discovery,Grade,References,unknown,Paper
150333-002931,225.890645,-0.491976,-99,-99,0.66,-99,-99,20.09,-99,GG,V,C,SuGOHI6
150458-005645,226.24373,-0.946026,0.77,-99,-99,-99,-99,20.24,20.84,GG,Y,C,SuGOHI2
150527+420240,226.36255,42.044617,0.294,-99,-99,-99,-99,17.51,21.95,GG,Y,C,SuGOHI2
150534+421104,226.39212,42.184694,0.587,-99,-99,-99,-99,19.02,21.81,GG,Y,C,SuGOHI2
150635+432838,226.6467,43.4774,0.226,-99,0.23,1.13,-99,17.65,20.26,CG,V,C,SuGOHI5
150712+420944,226.80114,42.162236,0.486,-99,-99,-99,-99,18.67,21.44,GG,Y,C,SuGOHI2
150723+424402,226.8465,42.7341,0.218,-99,0.23,1.3,-99,17.26,27.12,CG,V,B,SuGOHI5
150805+435315,227.02292,43.887739,0.517,-99,-99,-99,-99,18.79,22.38,GG,Y,C,SuGOHI2
150837+425630,227.1542,42.9416,-99,-99,0.8,1.27,-99,21.48,22.28,CG,V,B,SuGOHI5
151045+425555,227.6904,42.9322,-99,-99,0.75,1.24,-99,19.55,22.79,CG,V,B,SuGOHI5
151321+433531,228.3412,43.5919,0.442,-99,0.44,-99,-99,18.07,-99,CG,V,C,SuGOHI5
151336+433251,228.40321,43.547527,0.487,-99,-99,-99,-99,18.5,22.5,GG,Y,B,SuGOHI2
151357+433329,228.488,43.5582,0.237,-99,0.24,-99,-99,16.9,-99,CG,V,B,SuGOHI5
151601+430024,229.00687,43.006737,0.37,-99,-99,-99,-99,18.08,23.05,GG,Y,C,SuGOHI2
151713+432625,229.3079,43.4404,0.185,-99,0.2,0.49,-99,17.75,19.59,CG,V,C,SuGOHI5
151717+433919,229.32405,43.65544,0.493,-99,-99,-99,-99,18.66,21.18,GG,Y,C,SuGOHI2
151848+435253,229.70176,43.881399,0.286,-99,-99,-99,-99,17.1,21.51,GG,Y,C,SuGOHI2
152217+425738,230.5711,42.9607,-99,-99,0.35,-99,-99,19.01,23.91,CG,V,C,SuGOHI5
152243+423434,230.68329,42.576132,0.38,-99,-99,-99,-99,18.57,22.96,GG,Y,C,SuGOHI2
152247+423540,230.6972,42.5946,0.379,-99,0.39,2.3,-99,18.81,19.75,CG,V,B,SuGOHI5
152343+430238,230.9315,43.0438,-99,-99,0.52,1.35,-99,19.53,25.42,CG,V,C,SuGOHI5
152508+422752,231.2874,42.4646,-99,-99,0.85,1.6,-99,20.89,21.27,CG,V,B,SuGOHI5
152538+443005,231.41007,44.501503,0.393,-99,-99,-99,-99,18.05,21.51,GG,Y,C,SuGOHI2
152556+440940,231.4855,44.1613,0.388,-99,0.39,0.62,-99,18.38,21.28,CG,V,B,SuGOHI5
152632+440615,231.6362,44.1044,0.487,-99,0.48,1.11,-99,19.89,20.73,CG,V,B,SuGOHI5
152745+424306,231.93986,42.718544,0.558,-99,-99,-99,-99,19.92,22.72,GG,Y,C,SuGOHI2
153144+432442,232.93643,43.411888,0.314,-99,-99,-99,-99,17.72,20.9,GG,Y,C,SuGOHI2
153344+435336,233.43708,43.893418,0.665,-99,-99,-99,-99,18.94,22.79,GG,Y,C,SuGOHI2
153518+425958,233.82711,42.999598,0.446,-99,-99,-99,-99,18.3,23.32,GG,Y,C,SuGOHI2
153553+435244,233.9736,43.8789,-99,-99,0.66,1.42,-99,19.71,22.95,CG,V,C,SuGOHI5
153723+435534,234.3475,43.9263,-99,-99,0.41,-99,-99,20.67,-99,GG,V,C,SuGOHI5
153821+430433,234.5895,43.0758,0.269,-99,0.28,0.79,-99,18.14,20.38,CG,V,C,SuGOHI5
153910+423312,234.79566,42.553477,0.635,-99,-99,-99,-99,19.52,22.33,GG,Y,C,SuGOHI2
153918+434049,234.8271,43.6804,-99,-99,0.6,1.17,-99,19.97,25.37,CG,V,C,SuGOHI5
154219+434528,235.5817,43.7579,0.264,-99,0.27,0.67,-99,17.41,18.57,CG,V,C,SuGOHI5
154313+422743,235.807279,42.462039,-99,-99,0.71,-99,-99,20.01,-99,GG,V,C,SuGOHI6
154453+442749,236.2224,44.4637,-99,-99,0.66,1.3,-99,20.9,21.37,GG,V,B,SuGOHI5
154547+432648,236.445926,43.446865,-99,-99,0.47,-99,-99,18.57,-99,GG,VY,C,SuGOHI6
154654+435237,236.725693,43.876968,0.495,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
154656+440840,236.736054,44.144705,-99,-99,0.63,-99,-99,20,-99,GG,V,C,SuGOHI6
154729+423637,236.873646,42.610293,-99,-99,0.94,-99,-99,20.78,-99,GG,VY,C,SuGOHI6
154856+440714,237.236713,44.12082,-99,-99,1.18,-99,-99,22.4,-99,GG,VY,C,SuGOHI6
154901+424050,237.2554,42.6806,-99,-99,0.89,1.37,-99,21.25,23.58,CG,VY,C,SuGOHI5 SuGOHI6
154910+433633,237.295025,43.609299,-99,-99,0.88,-99,-99,20.83,-99,GG,V,C,SuGOHI6
155008+422516,237.533808,42.421233,-99,-99,0.55,-99,-99,17.48,-99,GG,VY,C,SuGOHI6
155008+433109,237.534294,43.519388,0.497,-99,-99,-99,-99,18.75,23.02,GG,Y,C,SuGOHI1
155209+441638,238.041293,44.27737,-99,-99,0.94,-99,-99,21.59,-99,GG,V,C,SuGOHI6
155309+424424,238.289357,42.740049,-99,-99,0.45,-99,-99,19.07,-99,GG,V,C,SuGOHI6
155319+431824,238.330795,43.306754,0.629,-99,-99,-99,-99,19.38,22.96,GG,Y,B,SuGOHI1
155350+423401,238.4605,42.567,-99,-99,0.93,1.59,-99,21.57,25.92,CG,V,C,SuGOHI5
155358+425933,238.495735,42.992649,-99,-99,0.67,-99,-99,20.33,-99,GG,V,B,SuGOHI6
155517+415138,238.823932,41.860754,0.555,-99,-99,-99,-99,18.58,20.98,GG,YC,B,SuGOHI1
155522+424153,238.844275,42.698182,0.551,-99,-99,-99,-99,19,21.95,GG,YC,C,SuGOHI1
155546+434358,238.94533,43.732959,-99,-99,1.02,-99,-99,21.71,-99,GG,V,C,SuGOHI6
155619+422854,239.081247,42.481887,-99,-99,1.01,-99,-99,20.86,-99,GG,V,B,SuGOHI6
155634+432413,239.145242,43.40383,-99,-99,0.69,-99,-99,19.71,-99,GG,V,B,SuGOHI6
155717+424742,239.320899,42.795258,-99,-99,0.91,-99,-99,21.78,-99,GG,VY,C,SuGOHI6
155732+420623,239.384,42.1065,-99,-99,0.46,1.22,-99,19.76,24.97,CG,V,B,SuGOHI5
155758+424226,239.4958,42.7072,-99,-99,0.62,-99,-99,20.41,-99,CG,V,C,SuGOHI5
155806+431702,239.525575,43.283964,-99,-99,0.75,-99,-99,20.72,-99,GG,V,B,SuGOHI6
155807+431354,239.530737,43.231668,-99,-99,0.92,-99,-99,20.86,-99,GG,VY,C,SuGOHI6
155814+423707,239.56111,42.618835,-99,-99,0.76,-99,-99,20.38,-99,GG,VY,B,SuGOHI6
155826+432830,239.611064,43.475231,0.444,-99,-99,-99,-99,18.37,22.64,GG,YC,B,SuGOHI1
155830+443339,239.625766,44.561029,-99,-99,0.58,-99,-99,19.64,-99,GG,VY,B,SuGOHI6
155834+422509,239.644271,42.419425,-99,-99,0.79,-99,-99,20.42,-99,GG,VY,C,SuGOHI6
155842+430752,239.677913,43.131253,-99,-99,0.94,-99,-99,21.07,-99,GG,VY,C,SuGOHI6
155850+422350,239.71086,42.397448,-99,-99,0.88,-99,-99,20.39,-99,GG,VY,C,SuGOHI6
155920+423232,239.8365,42.5423,-99,-99,0.85,1.35,-99,20.61,22.6,CG,V,B,SuGOHI5 SuGOHI6
155950+424950,239.959873,42.83069,-99,-99,0.76,-99,-99,20.18,-99,GG,V,B,SuGOHI6
155957+441543,239.989779,44.262169,0.598,-99,-99,-99,-99,19.62,21.37,GG,Y,B,SuGOHI1
160052+441303,240.220035,44.217555,0.547,-99,-99,-99,-99,18.57,22.89,GG,YV,C,SuGOHI1 SuGOHI6
160118+432842,240.326432,43.4785,-99,-99,0.92,-99,-99,20.84,-99,GG,V,C,SuGOHI6
160147+421907,240.448501,42.318614,-99,-99,0.55,-99,-99,19.89,-99,GG,V,C,SuGOHI6
160223+434621,240.599,43.7726,-99,-99,0.42,0.78,-99,20.57,20.71,CG,V,B,SuGOHI5
160225+434615,240.6044,43.7711,-99,-99,0.42,1.76,-99,19.5,27.25,CG,V,B,SuGOHI5
160236+424643,240.652165,42.778844,-99,-99,0.52,-99,-99,19.48,-99,GG,V,C,SuGOHI6
160248+433536,240.702667,43.593529,0.418,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
160250+433505,240.7107,43.5847,0.414,-99,0.41,0.72,-99,18.02,21.97,CG,V,B,SuGOHI5
160253+433501,240.7212,43.5836,-99,-99,0.45,-99,-99,19.21,-99,CG,V,B,SuGOHI5
160307+431421,240.780515,43.239353,-99,-99,0.55,-99,-99,19.06,-99,GG,V,C,SuGOHI6
160338+432827,240.912341,43.474169,0.471,-99,-99,-99,-99,20.48,20.98,GG,Y,C,SuGOHI1
160434+551301,241.1418,55.217,0.394,-99,0.32,-99,-99,-99,-99,CG,V,C,SuGOHI5
160526+443706,241.3604,44.6184,0.365,-99,0.37,1.49,-99,18.6,24.49,CG,VY,C,SuGOHI5 SuGOHI6
160603+425534,241.513794,42.926119,-99,-99,0.76,-99,-99,20.36,-99,GG,V,C,SuGOHI6
160611+441930,241.549957,44.325049,-99,-99,0.73,-99,-99,20.23,-99,GG,VY,C,SuGOHI6
160626+560932,241.6091,56.1588,-99,-99,0.25,-99,-99,-99,-99,CG,V,C,SuGOHI5
160656+420636,241.734549,42.110245,-99,-99,0.78,-99,-99,20.14,-99,GG,VY,C,SuGOHI6
160734+441738,241.893572,44.29401,-99,-99,0.76,-99,-99,20.01,-99,GG,VY,C,SuGOHI6
160759+441924,241.997558,44.323364,-99,-99,0.51,-99,-99,18.96,-99,GG,V,C,SuGOHI6
160815+420009,242.0654,42.0025,0.615,-99,0.64,1.86,-99,20.66,22.94,GG,V,B,SuGOHI5
160844+560148,242.187,56.03,-99,-99,0.75,-99,-99,-99,-99,GG,V,C,SuGOHI5
160904+422622,242.268797,42.439528,-99,-99,0.57,-99,-99,19.37,-99,GG,VY,C,SuGOHI6
160919+442149,242.332403,44.363623,-99,-99,0.53,-99,-99,19.45,-99,GG,VY,C,SuGOHI6
160926+544512,242.3591,54.7535,-99,-99,0.26,-99,-99,20.19,-99,GG,V,C,SuGOHI5
161002+541639,242.5111,54.2777,0.968,-99,0.96,-99,-99,-99,-99,CG,V,C,SuGOHI5
161021+432106,242.589055,43.351697,-99,-99,0.57,-99,-99,19.68,-99,GG,VY,C,SuGOHI6
161022+422228,242.592516,42.374684,-99,-99,0.64,-99,-99,20.02,-99,GG,VY,B,SuGOHI6
161040+540630,242.6688,54.1084,0.338,-99,0.34,-99,-99,-99,-99,CG,V,C,SuGOHI5
161105+421042,242.771987,42.178449,-99,-99,0.58,-99,-99,19.7,-99,GG,VY,C,SuGOHI6
161114+442324,242.810538,44.390136,-99,-99,0.79,-99,-99,20.68,-99,GG,VY,C,SuGOHI6
161133+434227,242.888188,43.707515,-99,-99,0.79,-99,-99,19.94,-99,GG,VY,C,SuGOHI6
161153+562501,242.9728,56.4171,0.422,-99,0.4,-99,-99,-99,-99,CG,V,C,SuGOHI5
161202+435201,243.008606,43.867001,0.496,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
161203+433949,243.0163,43.6637,0.492,-99,0.5,1.25,-99,19.7,24.02,CG,V,C,SuGOHI5
161209+425752,243.039219,42.964618,-99,-99,0.35,-99,-99,18.36,-99,GG,VY,C,SuGOHI6
161246+554955,243.1951,55.8319,0.301,-99,0.37,-99,-99,-99,-99,CG,V,C,SuGOHI5
161301+422959,243.257553,42.499978,0.757,-99,-99,-99,-99,19.82,22.18,GG,Y,C,SuGOHI1
161321+551244,243.3408,55.2124,0.51,-99,0.51,-99,-99,-99,-99,CG,V,C,SuGOHI5
161336+540656,243.4003,54.1155,0.766,-99,1.13,-99,-99,20.73,-99,GG,V,B,SuGOHI5
161354+440350,243.477918,44.064014,-99,-99,0.66,-99,-99,19.87,-99,GG,VY,C,SuGOHI6
161432+435125,243.636192,43.856987,-99,-99,0.92,-99,-99,21.03,-99,GG,V,B,SuGOHI6
161538+422637,243.909591,42.443828,0.655,-99,-99,-99,-99,18.87,23.09,GG,YV,C,SuGOHI1 SuGOHI6
161545+433546,243.940971,43.59613,-99,-99,0.74,-99,-99,20.32,-99,GG,V,C,SuGOHI6
161552+562528,243.9708,56.4244,-99,-99,0.11,-99,-99,-99,-99,CG,V,C,SuGOHI5
161653+542150,244.2216,54.3639,0.638,-99,0.6,-99,-99,19.33,-99,GG,V,C,SuGOHI5
161818+434526,244.5773,43.7574,0.899,-99,0.72,-99,-99,19.64,-99,CG,V,B,SuGOHI5 SuGOHI6
161820+543018,244.5856,54.5052,-99,-99,0.79,-99,-99,-99,-99,CG,V,A,SuGOHI5
161830+551741,244.628,55.2948,-99,-99,-99,-99,-99,-99,-99,CG,V,C,SuGOHI5
161835+544923,244.647,54.823,-99,-99,0.81,-99,-99,-99,-99,GG,V,B,SuGOHI5
161851+431438,244.714591,43.243996,0.619,-99,-99,-99,-99,19.57,22.47,GG,YV,C,SuGOHI1 SuGOHI6
161941+425131,244.923828,42.858852,0.477,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
161955+431024,244.982457,43.173485,-99,-99,-99,-99,0.77,-99,-99,GQ,C,C,SuGOHI4
162026+421249,245.112329,42.213737,-99,-99,0.56,-99,-99,19.4,-99,GG,V,C,SuGOHI6
162026+431838,245.1098,43.3107,-99,-99,0.71,2.36,-99,-99,22.44,CG,V,B,SuGOHI5
162028+424951,245.1199,42.831,-99,-99,0.5,1.26,-99,19.95,22.48,CG,V,C,SuGOHI5
162029+434216,245.12193,43.704466,-99,-99,0.69,-99,-99,20.06,-99,GG,V,C,SuGOHI6
162051+444252,245.2162,44.7145,0.218,-99,0.25,1.96,-99,18.88,21.32,CG,V,C,SuGOHI5
162120+432220,245.33499,43.372364,0.679,-99,-99,-99,-99,-99,-99,GG,C,C,SuGOHI1
162126+424540,245.3622,42.7612,0.138,-99,0.13,1.22,-99,16.23,22.25,CG,V,B,SuGOHI5
162422+433958,246.093011,43.666118,-99,-99,0.92,-99,-99,21.29,-99,GG,VY,B,SuGOHI6
162626+425853,246.6118,42.9814,-99,-99,0.69,1.75,-99,22.62,24.09,CG,V,C,SuGOHI5
162730+442222,246.875476,44.372927,-99,-99,0.62,-99,-99,20.07,-99,GG,V,C,SuGOHI6
162754+440937,246.978295,44.160383,-99,-99,-99,-99,0.6,-99,-99,GQ,C,C,SuGOHI4
162757+435849,246.988063,43.98049,-99,-99,-99,-99,0.52,-99,-99,GQ,C,C,SuGOHI4
162822+441915,247.09402,44.321072,0.538,-99,-99,-99,-99,18.91,23.09,GG,YV,C,SuGOHI1 SuGOHI6
162836+432529,247.150178,43.424791,0.559,-99,-99,-99,-99,18.96,22.15,GG,Y,C,SuGOHI1
162836+441233,247.152284,44.20925,0.488,-99,-99,-99,-99,19.47,21.11,GG,Y,C,SuGOHI1
162914+440935,247.311021,44.159874,-99,-99,0.93,-99,-99,20.7,-99,GG,V,C,SuGOHI6
162936+423911,247.4003,42.6532,-99,-99,0.26,0.55,-99,17.98,21.98,CG,V,C,SuGOHI5
162942+434940,247.4261,43.8279,0.528,-99,0.55,1.28,-99,20.07,22.82,CG,V,B,SuGOHI5
163047+432209,247.696968,43.369302,-99,-99,0.74,-99,-99,20.01,-99,GG,V,C,SuGOHI6
163050+440154,247.70968,44.031906,0.531,-99,-99,-99,-99,19.24,22.71,GG,Y,C,SuGOHI1
163108+423441,247.7863,42.5783,-99,-99,0.68,4.54,-99,20.38,23.94,CG,V,B,SuGOHI5
163117+440649,247.821823,44.11367,-99,-99,0.36,-99,-99,18.58,-99,GG,V,C,SuGOHI6
163118+415132,247.826,41.859,0.41,-99,0.37,2,-99,18.46,23.02,CG,V,C,SuGOHI5
163135+441947,247.8996,44.3297,0.688,-99,0.65,1.64,-99,19.75,25.13,CG,V,C,SuGOHI5 SuGOHI6
163145+431632,247.938949,43.275695,-99,-99,0.74,-99,-99,19.5,-99,GG,VY,C,SuGOHI6
163228+415345,248.11725,41.896111,-99,-99,0.94,-99,-99,21.43,-99,GG,V,C,SuGOHI6
163257+424611,248.2406,42.7698,0.228,-99,0.22,0.41,1.64,17.04,17.85,GQ,VC,A,SuGOHI5 SuGOHI4
163333+421416,248.3904,42.238,0.434,-99,0.39,0.78,-99,18.56,19.43,GG,V,C,SuGOHI5 SuGOHI6
163334+421443,248.3922,42.2453,-99,-99,0.66,1.7,-99,19.8,24.53,CG,V,C,SuGOHI5
163351+432423,248.4652,43.4064,-99,-99,0.67,0.8,-99,20.47,21.69,CG,V,C,SuGOHI5 SuGOHI6
163358+424557,248.492354,42.766052,-99,-99,0.89,-99,-99,20.56,-99,GG,V,C,SuGOHI6
163406+425037,248.527846,42.843848,-99,-99,0.7,-99,-99,20.43,-99,GG,VY,C,SuGOHI6
163535+425244,248.899052,42.878889,-99,-99,0.88,-99,-99,20.92,-99,GG,V,C,SuGOHI6
163608+430215,249.036411,43.037594,-99,-99,0.68,-99,-99,20.43,-99,GG,V,C,SuGOHI6
163702+441638,249.2605,44.277369,0.649,-99,-99,-99,-99,19.81,22.72,GG,Y,C,SuGOHI2
163747+415624,249.4499,41.94,-99,-99,0.34,1.05,-99,18.9,20.12,CG,V,C,SuGOHI5
163820+422942,249.58519,42.49524,0.568,-99,-99,-99,-99,19.47,23.52,GG,Y,C,SuGOHI2
163907+424611,249.7797,42.7697,0.518,-99,0.5,1.14,-99,19.11,24.48,CG,V,C,SuGOHI5
163955+433808,249.98282,43.635635,0.558,-99,-99,-99,-99,19.34,22.97,GG,Y,C,SuGOHI2
164001+421438,250.0047,42.2439,-99,-99,0.66,0.98,-99,19.2,23.05,GG,V,B,SuGOHI5
164024+424954,250.1008,42.831789,0.629,-99,-99,-99,-99,19,21.51,GG,Y,C,SuGOHI2
164054+431740,250.22691,43.294579,0.5,-99,-99,-99,-99,18.98,22.18,GG,Y,C,SuGOHI2
164105+424737,250.274,42.7938,-99,-99,0.23,0.44,-99,18.14,20.15,CG,V,C,SuGOHI5
164127+425013,250.3643,42.8372,0.171,-99,0.19,0.95,-99,17.86,24.29,CG,V,C,SuGOHI5
215909+013915,329.7883,1.6542,0.509,-99,0.51,1.35,-99,18.28,23.9,CG,V,C,SuGOHI5
220045+040530,330.1885,4.0918,-99,-99,0.46,1.27,-99,18.19,25.62,CG,V,C,SuGOHI5
220104+042030,330.2699,4.3418,-99,-99,0.16,1.86,-99,18.4,25.87,CG,V,C,SuGOHI5
220140+010715,330.417572,1.120952,0.317,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
220215+012123,330.5634,1.3566,0.314,-99,0.32,0.68,-99,17.58,21.22,CG,VK,A,SuGOHI5 More et al. 2016 More et al. 2016
220219-005809,330.581914,-0.9693,0.582,-99,-99,-99,-99,19.68,21.08,GG,Y,C,SuGOHI1
220256+023434,330.7367,2.5761,0.482,-99,0.49,0.94,-99,19.3,24.34,CG,V,B,SuGOHI5 More et al. 2016 SuGOHI6
220329+030314,330.872931,3.054131,-99,-99,0.9,-99,-99,21.44,-99,GG,V,C,SuGOHI6
220346+042644,330.9438,4.4457,0.527,-99,0.51,2.39,-99,19.26,23.7,CG,V,B,SuGOHI5
220414+025059,331.061138,2.849967,-99,-99,0.73,-99,-99,20.38,-99,GG,V,C,SuGOHI6
220506+014703,331.278839,1.784406,0.476,2.526,-99,-99,1.66,19.24,-99,CG,KV,A,SL2S More et al. 2012 Gavazzi et al. 2014 SuGOHI3 SuGOHI5 More et al. 2016
220535+021033,331.3974,2.176,0.252,-99,0.26,-99,-99,17.16,-99,CG,V,B,SuGOHI5
220550+041524,331.45906,4.256884,0.268,-99,-99,-99,-99,17.17,22.52,GG,Y,B,SuGOHI2
220553+000454,331.473334,0.081856,0.684,-99,-99,-99,1.27,20.35,20.79,GQ,YC,C,SuGOHI1 SuGOHI4
220642+041130,331.675,4.1918,0.537,-99,0.53,1.34,-99,18.97,25.68,CG,VK,A,SuGOHI5 More et al. 2012 More et al. 2016
220700+011933,331.7524,1.3258,-99,-99,0.82,-99,-99,21.7,23,CG,V,C,SuGOHI5
220701+024042,331.7576,2.6783,0.589,-99,0.52,0.98,-99,-99,23.87,CG,V,C,SuGOHI5
220716+004347,331.8182,0.7299,0.439,-99,0.42,-99,-99,18.71,-99,CG,V,C,SuGOHI5
220719+022416,331.8295,2.4046,0.418,-99,0.42,2.66,-99,18.68,25.09,CG,V,B,SuGOHI5
220732+031311,331.8869,3.2198,0.663,-99,0.65,0.77,-99,20.03,21.7,CG,V,C,SuGOHI5 Gavazzi et al. 2014
220759+005827,331.9964,0.9741,-99,-99,0.26,-99,-99,18.27,-99,GG,V,C,SuGOHI5
220805+044603,332.022,4.7676,-99,-99,0.27,0.56,-99,16.8,17.56,GG,V,B,SuGOHI5
220840+014419,332.1698,1.738704,-99,-99,0.72,-99,-99,19.84,-99,GG,VY,C,SuGOHI6
220859+020655,332.2495,2.1153,-99,-99,1.04,3.91,-99,21.5,24.17,CG,V,A,SuGOHI5
220903+010725,332.263596,1.123711,-99,-99,1.17,-99,-99,22.88,-99,GG,VY,C,SuGOHI6
220923+011120,332.3467,1.189,-99,-99,0.86,1.46,-99,20.83,25.54,GG,V,C,SuGOHI5
220925+025404,332.355307,2.901233,-99,-99,0.58,-99,-99,19.44,-99,GG,V,C,SuGOHI6
220944+041551,332.4367,4.2643,0.313,-99,0.3,1.3,-99,18.27,22.34,CG,V,C,SuGOHI5
220955-003434,332.4829,-0.5763,0.716,-99,0.69,1.85,-99,19.82,24.63,CG,V,B,SuGOHI5
221000+003118,332.500817,0.521696,-99,-99,0.41,-99,-99,18.51,-99,GG,V,C,SuGOHI6
221008+063427,332.5363,6.5743,-99,-99,0.32,0.85,-99,17.33,23.47,CG,V,C,SuGOHI5
221016+004147,332.567298,0.696659,-99,-99,0.59,-99,-99,19.72,-99,GG,V,C,SuGOHI6
221045-005918,332.6892,-0.9883,-99,-99,0.73,-99,-99,22.28,22.65,GG,V,C,SuGOHI5 SuGOHI6
221050-004946,332.712286,-0.8295,-99,-99,0.64,-99,-99,20.17,-99,GG,V,C,SuGOHI6
221058-010020,332.74284,-1.005632,-99,-99,0.37,-99,-99,19.07,-99,GG,VY,C,SuGOHI6
221101+003401,332.758254,0.567044,0.677,-99,-99,-99,-99,19.66,22.47,GG,Y,C,SuGOHI1 Gavazzi et al. 2014
221143+061257,332.9333,6.2159,-99,-99,0.5,1.15,-99,19.8,24.84,CG,V,C,SuGOHI5
221149-002005,332.954182,-0.334739,-99,-99,0.9,-99,-99,21.49,-99,GG,V,C,SuGOHI6
221209+015109,333.0388,1.8526,-99,-99,0.75,1.52,-99,21.14,23.87,GG,V,C,SuGOHI5
221211-000820,333.0477,-0.139,0.365,-99,0.36,0.87,-99,18.43,18.67,CG,V,B,SuGOHI5 DES
221222-001811,333.095,-0.3031,-99,-99,0.91,2.76,-99,21.53,23.23,GG,VY,B,SuGOHI5 SuGOHI6
221234+045456,333.14378,4.91581,0.262,-99,-99,-99,-99,17.54,22.78,GG,Y,B,SuGOHI2
221235+014816,333.1499,1.8044,-99,-99,0.49,-99,-99,19.63,-99,CG,V,C,SuGOHI5 Gavazzi et al. 2014
221236+065029,333.1506,6.8415,0.399,-99,0.38,-99,-99,19.07,23.33,CG,V,B,SuGOHI5
221238+000135,333.158958,0.026532,-99,-99,1.15,-99,-99,23.01,-99,GG,V,C,SuGOHI6
221301+001347,333.256894,0.229933,-99,-99,0.56,-99,-99,18.61,-99,GG,VY,C,SuGOHI6
221304+023534,333.268433,2.592933,0.32,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
221306+014708,333.2756,1.7856,-99,-99,0.42,0.77,-99,20.58,21.05,CG,VK,A,SuGOHI5 More et al. 2016 More et al. 2016
221306-001830,333.2766,-0.3084,0.408,-99,0.4,1.1,-99,17.97,19.56,CG,V,B,SuGOHI5 DES SuGOHI6
221306-003037,333.278319,-0.510339,-99,-99,0.73,-99,-99,21.62,-99,GG,V,C,SuGOHI6
221306-003037,333.2788,-0.5103,0.702,-99,0.64,2.29,-99,19.82,26.34,CG,VK,A,SuGOHI5 More et al. 2012 More et al. 2016
221315+034536,333.31366,3.760192,0.446,-99,-99,-99,-99,18.23,22.41,GG,Y,B,SuGOHI2
221320+035436,333.3338,3.91,0.67,-99,0.69,3.01,-99,20.9,22.8,CG,V,B,SuGOHI5
221328-004454,333.370352,-0.7484,-99,-99,0.48,-99,-99,18.68,-99,GG,V,C,SuGOHI6
221331+004836,333.3827,0.81,-99,-99,0.95,1.38,-99,20.69,25.82,CG,VK,A,SuGOHI5 More et al. 2012 More et al. 2016
221349+005651,333.4548,0.9475,-99,-99,0.28,0.74,-99,18.85,21.17,CG,V,B,SuGOHI5
221352+011745,333.468193,1.296041,-99,-99,-99,-99,0.48,-99,-99,GQ,C,C,SuGOHI4
221409+010504,333.540463,1.084624,-99,-99,-99,-99,0.63,-99,-99,GQ,C,C,SuGOHI4
221411+004742,333.547486,0.795041,-99,-99,-99,-99,0.67,-99,-99,GQ,C,C,SuGOHI4
221418+011036,333.578,1.1768,0.566,-99,0.63,1.14,-99,20.43,23.3,CG,VY,B,SuGOHI5 DES SuGOHI6
221425-001545,333.6044,-0.2625,0.088,-99,0.07,2.12,-99,16.29,25.62,CG,V,C,SuGOHI5
221442+025606,333.67763,2.935169,0.403,-99,-99,-99,-99,18.84,23.08,GG,Y,C,SuGOHI2
221452+014439,333.7179,1.7442,-99,-99,0.7,1.17,-99,21.19,21.74,CG,V,C,SuGOHI5
221459+033824,333.7485,3.6401,0.366,-99,0.38,0.44,-99,18.03,18.83,CG,V,C,SuGOHI5
221506+002029,333.778395,0.341415,-99,-99,0.29,-99,-99,18.67,-99,GG,V,C,SuGOHI6
221513+010238,333.807004,1.044136,-99,-99,0.8,-99,-99,21.07,-99,GG,V,C,SuGOHI6
221513+010240,333.8056,1.0445,-99,-99,0.71,1.31,-99,20.42,20.67,CG,V,B,SuGOHI5 DES SuGOHI6
221514+022936,333.812464,2.49339,-99,-99,0.63,-99,-99,20.21,-99,GG,VY,C,SuGOHI6
221515+021706,333.814,2.2851,-99,-99,0.61,1.47,-99,-99,24.02,CG,V,C,SuGOHI5
221518-011405,333.827968,-1.234979,-99,-99,0.57,-99,-99,19.16,-99,GG,VY,C,SuGOHI6
221520-005425,333.8348,-0.9071,-99,-99,0.61,1.8,-99,20.96,24.77,CG,V,C,SuGOHI5
221522+010528,333.8428,1.0911,-99,-99,0.5,-99,-99,20.68,21.72,GG,V,C,SuGOHI5
221551+043503,333.9656,4.5842,-99,-99,0.65,1.14,-99,19.97,21.92,CG,V,B,SuGOHI5
221556-004732,333.987122,-0.792478,0.555,-99,-99,-99,-99,-99,-99,GG,E,C,SuGOHI1
221606+023139,334.02598,2.527747,-99,-99,-99,-99,0.58,-99,-99,GQ,C,C,SuGOHI4
221608+005538,334.036218,0.92749,-99,-99,-99,-99,0.65,-99,-99,GQ,C,B,SuGOHI4
221615+053245,334.0651,5.5459,0.397,-99,0.39,2,-99,19.02,24.12,CG,V,C,SuGOHI5
221622+021154,334.092703,2.198531,-99,-99,0.42,-99,-99,18.97,-99,GG,V,C,SuGOHI6
221704+011018,334.26734,1.171709,-99,-99,0.76,-99,-99,19.35,-99,GG,VY,C,SuGOHI6
221726+000350,334.360178,0.063981,0.398,-99,-99,-99,-99,18.51,23.91,GG,YC,B,SuGOHI1
